,start,end,from_cty,to_cty,from_country,from_country_code,to_country,to_country_code,value,source,target,color,label,from_country_latlng,to_country_latlng,from_country_cca3,to_country_cca3
2260,00:30,00:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,1084.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2261,00:30,00:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2262,00:45,01:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,1042.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2263,00:45,01:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2264,01:00,01:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,845.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2265,01:00,01:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2266,01:15,01:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,911.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2267,01:15,01:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2268,01:30,01:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,894.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2269,01:30,01:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2270,01:45,02:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,820.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2271,01:45,02:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2272,02:00,02:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,585.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2273,02:00,02:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2274,02:15,02:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,583.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2275,02:15,02:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2276,02:30,02:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,554.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2277,02:30,02:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2278,02:45,03:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,553.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2279,02:45,03:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2280,03:00,03:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,533.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2281,03:00,03:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2282,03:15,03:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,598.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2283,03:15,03:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2284,03:30,03:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,598.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2285,03:30,03:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2286,03:45,04:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,584.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2287,03:45,04:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2288,04:00,04:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,327.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2289,04:00,04:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2290,04:15,04:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,330.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2291,04:15,04:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2292,04:30,04:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,331.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2293,04:30,04:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2294,04:45,05:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,289.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2295,04:45,05:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2296,05:00,05:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,467.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2297,05:00,05:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2298,05:15,05:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,370.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2299,05:15,05:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2300,05:30,05:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,466.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2301,05:30,05:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2302,05:45,06:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,461.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2303,05:45,06:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2304,06:00,06:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,626.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2305,06:00,06:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2306,06:15,06:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,752.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2307,06:15,06:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2308,06:30,06:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,804.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2309,06:30,06:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2310,06:45,07:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,711.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2311,06:45,07:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2312,07:00,07:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,738.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2313,07:00,07:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2314,07:15,07:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,796.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2315,07:15,07:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2316,07:30,07:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,853.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2317,07:30,07:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2318,07:45,08:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,864.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2319,07:45,08:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2320,08:00,08:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,614.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2321,08:00,08:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2322,08:15,08:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,584.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2323,08:15,08:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2324,08:30,08:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,595.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2325,08:30,08:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2326,08:45,09:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,390.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2327,08:45,09:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,0.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2328,09:00,09:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2329,09:00,09:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,180.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2330,09:15,09:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2331,09:15,09:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,345.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2332,09:30,09:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2333,09:30,09:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,303.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2334,09:45,10:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2335,09:45,10:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,407.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2336,10:00,10:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2337,10:00,10:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,871.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2338,10:15,10:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2339,10:15,10:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,971.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2340,10:30,10:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2341,10:30,10:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,905.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2342,10:45,11:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2343,10:45,11:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,932.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2344,11:00,11:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2345,11:00,11:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,985.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2346,11:15,11:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2347,11:15,11:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,935.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2348,11:30,11:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2349,11:30,11:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1012.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2350,11:45,12:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2351,11:45,12:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1025.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2352,12:00,12:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2353,12:00,12:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,827.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2354,12:15,12:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2355,12:15,12:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,736.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2356,12:30,12:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2357,12:30,12:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,726.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2358,12:45,13:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2359,12:45,13:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,782.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2360,13:00,13:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2361,13:00,13:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,863.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2362,13:15,13:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2363,13:15,13:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,851.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2364,13:30,13:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2365,13:30,13:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,933.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2366,13:45,14:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2367,13:45,14:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,984.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2368,14:00,14:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2369,14:00,14:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1010.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2370,14:15,14:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2371,14:15,14:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1095.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2372,14:30,14:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2373,14:30,14:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1178.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2374,14:45,15:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2375,14:45,15:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1074.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2376,15:00,15:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2377,15:00,15:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1003.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2378,15:15,15:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2379,15:15,15:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,997.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2380,15:30,15:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2381,15:30,15:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1082.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2382,15:45,16:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2383,15:45,16:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1215.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2384,16:00,16:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2385,16:00,16:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1306.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2386,16:15,16:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2387,16:15,16:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1198.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2388,16:30,16:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2389,16:30,16:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1151.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2390,16:45,17:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2391,16:45,17:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1211.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2392,17:00,17:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2393,17:00,17:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1267.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2394,17:15,17:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2395,17:15,17:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1167.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2396,17:30,17:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2397,17:30,17:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1182.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2398,17:45,18:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2399,17:45,18:00,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1218.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2400,18:00,18:15,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2401,18:00,18:15,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1216.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2402,18:15,18:30,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2403,18:15,18:30,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1195.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2404,18:30,18:45,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
2405,18:30,18:45,Denmark (DK),Germany (DE),Denmark ,DK,Germany ,DE,1123.0,31,9,"rgba(127, 127, 127, 0.8)",,"[56, 10]","[51, 9]",DNK,DEU
2406,18:45,19:00,Germany (DE),Denmark (DK),Germany ,DE,Denmark ,DK,0.0,9,31,"rgba(127, 127, 127, 0.8)",,"[51, 9]","[56, 10]",DEU,DNK
